Species,Common Name,SiteName,SegmCode,Site_location,Pair,Treatm,Transect,Segment,Adults,Nymphs,Larva,Total
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-F-1,Spring Farm (Site 3),,Unf,F,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-F-1,Canaan Road (Site 4),,Unf,F,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-F-1,Spring Farm (Site 3),,Unf,F,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-F-1,Canaan Road (Site 4),,Unf,F,1,0,1,0,1
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-F-2,Spring Farm (Site 3),,Fen,F,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-F-2,Canaan Road (Site 4),,Fen,F,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-F-2,Spring Farm (Site 3),,Fen,F,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-F-2,Canaan Road (Site 4),,Fen,F,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-F-2,Spring Farm (Site 3),,Fen,F,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-F-2,Canaan Road (Site 4),,Fen,F,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-F-3,Spring Farm (Site 3),,Roadside,F,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-F-3,Canaan Road (Site 4),,Roadside,F,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-F-3,Spring Farm (Site 3),,Roadside,F,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-F-3,Canaan Road (Site 4),,Roadside,F,3,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-F-3,Spring Farm (Site 3),,Roadside,F,3,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-F-3,Canaan Road (Site 4),,Roadside,F,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-F-4,Spring Farm (Site 3),,Roadside,F,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-F-4,Canaan Road (Site 4),,Roadside,F,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-F-4,Spring Farm (Site 3),,Roadside,F,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-F-4,Canaan Road (Site 4),,Roadside,F,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-F-4,Spring Farm (Site 3),,Roadside,F,4,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-F-4,Canaan Road (Site 4),,Roadside,F,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-G-1,Spring Farm (Site 3),,Unf,G,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-G-1,Canaan Road (Site 4),,Unf,G,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-G-1,Spring Farm (Site 3),,Unf,G,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-G-1,Canaan Road (Site 4),,Unf,G,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-G-1,Spring Farm (Site 3),,Unf,G,1,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-G-1,Canaan Road (Site 4),,Unf,G,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-G-2,Spring Farm (Site 3),,Fen,G,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-G-2,Canaan Road (Site 4),,Fen,G,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-G-2,Spring Farm (Site 3),,Fen,G,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-G-2,Canaan Road (Site 4),,Fen,G,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-G-2,Spring Farm (Site 3),,Fen,G,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-G-2,Canaan Road (Site 4),,Fen,G,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-G-3,Spring Farm (Site 3),,Roadside,G,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-G-3,Canaan Road (Site 4),,Roadside,G,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-G-3,Spring Farm (Site 3),,Roadside,G,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-G-3,Canaan Road (Site 4),,Roadside,G,3,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-G-3,Spring Farm (Site 3),,Roadside,G,3,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-G-3,Canaan Road (Site 4),,Roadside,G,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-G-4,Spring Farm (Site 3),,Roadside,G,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-G-4,Canaan Road (Site 4),,Roadside,G,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-G-4,Spring Farm (Site 3),,Roadside,G,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-G-4,Canaan Road (Site 4),,Roadside,G,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-G-4,Spring Farm (Site 3),,Roadside,G,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-G-4,Canaan Road (Site 4),,Roadside,G,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-H-1,Spring Farm (Site 3),,Unf,H,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-H-1,Canaan Road (Site 4),,Unf,H,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-H-1,Spring Farm (Site 3),,Unf,H,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-H-1,Canaan Road (Site 4),,Unf,H,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-H-1,Spring Farm (Site 3),,Unf,H,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-H-1,Canaan Road (Site 4),,Unf,H,1,0,1,0,1
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-H-2,Spring Farm (Site 3),,Fen,H,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-H-2,Canaan Road (Site 4),,Fen,H,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-H-2,Spring Farm (Site 3),,Fen,H,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-H-2,Canaan Road (Site 4),,Fen,H,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-H-2,Spring Farm (Site 3),,Fen,H,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-H-2,Canaan Road (Site 4),,Fen,H,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-H-3,Spring Farm (Site 3),,Roadside,H,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-H-3,Canaan Road (Site 4),,Roadside,H,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-H-3,Spring Farm (Site 3),,Roadside,H,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-H-3,Canaan Road (Site 4),,Roadside,H,3,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-H-3,Spring Farm (Site 3),,Roadside,H,3,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-H-3,Canaan Road (Site 4),,Roadside,H,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-H-4,Spring Farm (Site 3),,Roadside,H,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-H-4,Canaan Road (Site 4),,Roadside,H,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-H-4,Spring Farm (Site 3),,Roadside,H,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-H-4,Canaan Road (Site 4),,Roadside,H,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-H-4,Spring Farm (Site 3),,Roadside,H,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-H-4,Canaan Road (Site 4),,Roadside,H,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-I-1,Spring Farm (Site 3),,Unf,I,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-I-1,Canaan Road (Site 4),,Unf,I,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-I-1,Spring Farm (Site 3),,Unf,I,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-I-1,Canaan Road (Site 4),,Unf,I,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-I-1,Spring Farm (Site 3),,Unf,I,1,0,1,NA,NA
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-I-1,Canaan Road (Site 4),,Unf,I,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-I-2,Spring Farm (Site 3),,Fen,I,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-I-2,Canaan Road (Site 4),,Fen,I,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-I-2,Spring Farm (Site 3),,Fen,I,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-I-2,Canaan Road (Site 4),,Fen,I,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-I-2,Spring Farm (Site 3),,Fen,I,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-I-2,Canaan Road (Site 4),,Fen,I,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-I-3,Spring Farm (Site 3),,Roadside,I,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-I-3,Canaan Road (Site 4),,Roadside,I,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-I-3,Spring Farm (Site 3),,Roadside,I,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-I-3,Canaan Road (Site 4),,Roadside,I,3,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-I-3,Spring Farm (Site 3),,Roadside,I,3,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-I-3,Canaan Road (Site 4),,Roadside,I,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-I-4,Spring Farm (Site 3),,Roadside,I,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-I-4,Canaan Road (Site 4),,Roadside,I,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-I-4,Spring Farm (Site 3),,Roadside,I,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-I-4,Canaan Road (Site 4),,Roadside,I,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-I-4,Spring Farm (Site 3),,Roadside,I,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-I-4,Canaan Road (Site 4),,Roadside,I,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-J-1,Spring Farm (Site 3),,Unf,J,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-J-1,Canaan Road (Site 4),,Unf,J,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-J-1,Spring Farm (Site 3),,Unf,J,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-J-1,Canaan Road (Site 4),,Unf,J,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-J-1,Spring Farm (Site 3),,Unf,J,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-J-1,Canaan Road (Site 4),,Unf,J,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-J-2,Spring Farm (Site 3),,Fen,J,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-J-2,Canaan Road (Site 4),,Fen,J,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-J-2,Spring Farm (Site 3),,Fen,J,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-J-2,Canaan Road (Site 4),,Fen,J,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-J-2,Spring Farm (Site 3),,Fen,J,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-J-2,Canaan Road (Site 4),,Fen,J,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-J-3,Spring Farm (Site 3),,Roadside,J,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-J-3,Canaan Road (Site 4),,Roadside,J,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-J-3,Spring Farm (Site 3),,Roadside,J,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-J-3,Canaan Road (Site 4),,Roadside,J,3,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-J-3,Spring Farm (Site 3),,Roadside,J,3,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-J-3,Canaan Road (Site 4),,Roadside,J,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-J-4,Spring Farm (Site 3),,Roadside,J,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-J-4,Canaan Road (Site 4),,Roadside,J,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-J-4,Spring Farm (Site 3),,Roadside,J,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-J-4,Canaan Road (Site 4),,Roadside,J,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-J-4,Spring Farm (Site 3),,Roadside,J,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-J-4,Canaan Road (Site 4),,Roadside,J,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-ext1-1,Spring Farm (Site 3),,Unf,ext1,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-ext1-1,Canaan Road (Site 4),,Unf,ext1,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-ext1-1,Spring Farm (Site 3),,Unf,ext1,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-ext1-1,Canaan Road (Site 4),,Unf,ext1,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-ext1-1,Spring Farm (Site 3),,Unf,ext1,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-ext1-1,Canaan Road (Site 4),,Unf,ext1,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-ext2-1,Spring Farm (Site 3),,Unf,ext2,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-ext2-1,Canaan Road (Site 4),,Unf,ext2,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-ext2-1,Spring Farm (Site 3),,Unf,ext2,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-ext2-1,Canaan Road (Site 4),,Unf,ext2,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-ext2-1,Spring Farm (Site 3),,Unf,ext2,1,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-ext2-1,Canaan Road (Site 4),,Unf,ext2,1,0,0,0,0
